天趣,0.009191227
倾斜,0.010299318
锦绣,1.0275785020000001
催人奋进,1.353500309
勋章,1.3957566909999999
纪念币,2.331914418
友好,1.137138277
新潮,2.314994715
高等级,1.44943455
撮合,1.2322424109999999
复苏,0.920938508
低调,1.571245536
纪念封,2.1557033469999998
试金石,1.188135212
顺眼,0.450334674
千里眼,0.7923376259999999
鼓掌,1.945386145
百里挑一,0.199619938
对号,0.887779778
迷,0.975179343
照耀,1.194580089
清丽,3.0037543689999997
新陈代谢,1.3659506769999998
学以致用,1.7714801430000002
中看,1.093309548
烦忧,1.13213124
溜,0.121132487
悉心,2.2438976719999997
宝地,1.272316498
妖娆,2.175583123
遨游,1.043771498
履行,1.0388756609999998
悟性,1.460172945
快乐,4.1799796119999995
重用,0.68325339
迎刃而解,2.534893374
一臂之力,0.931415213
威武不屈,1.288969878
刚强,1.185809648
盛典,2.311359227
榜首,1.480931711
适口,4.688711965
国家栋梁,0.320269182
集资,0.599539161
耳熟能详,1.442429315
浩如烟海,0.298697844
顽皮,0.9238202329999999
平平安安,2.560529085
遵从,0.873584495
实,0.538498878
前导,1.9563945390000002
避免,0.527739775
胆识,2.549693059
不为人知,0.749739904
激活,0.09727068400000001
诗篇,3.297012666
旧,0.244625814
出气,0.511046632
曲高和寡,1.44943455
和善,1.418791868
抢手,0.657819258
谧,2.093265998
矫捷,0.62632369
体察,1.038498213
辩论,0.209898429
敬佩,1.723097221
举世闻名,1.051553891
事半功倍,1.9384535669999998
见怪,0.009986323
喝彩,3.180159986
魔力,1.5061559709999999
果决,0.113053305
一体化,1.2487159209999998
白净,1.07441168
园丁,1.457303425
经济,0.361440227
爱慕,1.040360019
欣欣,1.8145300080000002
青翠,2.937542118
意中人,1.03668831
简明,2.072017994
齐名,2.262120877
专一,0.90221642
晴好,0.5397059439999999
何乐不为,2.393855077
石破天惊,0.224053867
整齐划一,1.4448968690000001
可乐,0.22796572
撺,0.190224575
荡漾,1.52863429
忘我,0.210014127
特大,0.328575331
讲理,0.010237238000000001
苦尽甘来,1.384801018
洞房,1.4094146580000002
铁军,3.976514276
机遇,1.8478598469999998
扫平,0.314588297
不辞劳苦,1.359043538
娉婷,1.717471578
孩子气,0.9301054959999999
民意,0.563215742
简,1.132325388
比翼鸟,1.5950101780000001
礼遇,3.249425747
豁然,1.783303918
缈,0.47551356200000006
风格,1.921893043
彷徨,0.275862031
称道,1.594696216
创业,1.662285552
高风亮节,0.938456152
潜力,1.7060979369999998
莽,0.36215584100000003
智勇双全,0.857649236
红艳艳,2.24434367
姿色,0.49846519799999994
强健,0.009959812
鸿运,2.404226485
量体裁衣,0.5397059439999999
济济一堂,1.167087185
预祝,4.239264285
淋漓尽致,0.8641981470000001
纪念册,1.1098349920000001
专著,1.253723554
戾,0.087164036
补台,0.009733715
入定,0.224053867
恩情,1.2366322809999999
相好,0.66624917
赢利,1.172121418
良好,1.308332182
英武,1.8009592859999999
手巧,5.57557536
艰苦奋斗,0.194999664
拜拜,0.146317471
犒,1.779958309
保家卫国,1.033093026
淡妆,1.079446209
流通,0.520063619
信仰,2.048484783
尚,2.315904165
审时度势,2.3311193219999997
高唱,0.651830967
名正言顺,0.9975724979999999
洪福,1.760051451
巧手,3.3376091619999997
未雨绸缪,0.6932758059999999
红红火火,5.727920455
救援,0.773948509
明察秋毫,1.2633025
天南海北,0.9640277190000001
明镜,1.359817073
侠义,0.845510014
一路顺风,1.928068867
力求,1.4443664680000001
前进,1.474383543
嫂夫人,4.523561956
娇媚,3.2939913
嫣,0.9316119490000001
大好河山,1.6686322519999999
出奇制胜,4.857980995
威,1.1443367740000001
不过意,0.2504089
风华绝代,1.5215289580000002
琅琅,2.19681823
信誉,1.881943057
举足轻重,2.36521437
一言九鼎,2.209903326
信用,0.046087587
团聚,1.5002730780000002
曲线美,3.1060527660000004
动人,2.495956172
和风,1.232691739
方舟,0.9671534070000001
狞,0.009929061
睦,1.4817867580000001
至高无上,0.74710631
德艺双馨,1.260529784
抵抗,0.32651767
对歌,0.461511755
影星,2.016475914
灏,1.3953112419999998
甜美,4.483079807
璀璨夺目,3.240930222
幸福,2.6353667659999997
倬,1.3867810880000002
悬赏,0.37514427899999997
豪迈,0.9584830120000001
琳琅满目,1.023996418
知心,1.318043399
热爱,1.7857358859999999
热恋,1.013912407
甘泉,2.187388175
悠然,2.2564344419999998
